first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Mykhailo,Mudryk,0,0,1,16,0,0.1,0.0,2.0,0,3,0.1,0,0,0,0.0,53,MID,0.2
Luca,Williams-Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Kevin,Danso,0,0,3,270,8,32.9,55.2,21.0,0,7,11.0,0,0,0,0.2,50,DEF,0.6
Robin,Roefs,0,0,11,450,10,0.0,73.4,0.0,0,41,7.3,1,0,0,2.5,49,GK,2.2
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Melker,Ellborg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Daniel,Ballard,0,0,14,450,10,23.8,104.2,35.0,0,31,16.3,1,0,2,2.6,49,DEF,2.9
Nordi,Mukiele,0,0,13,360,8,48.4,115.6,59.0,1,44,22.3,1,0,1,1.9,54,DEF,2.4
Trai,Hume,0,0,10,206,2,59.0,32.2,23.0,0,44,11.5,1,0,0,2.9,43,DEF,2.3
Omar,Alderete,0,0,1,23,1,0.6,0.0,0.0,0,2,0.0,0,0,0,0.2,48,DEF,0.2
Reinildo,Mandava,0,0,7,360,5,36.4,53.8,6.0,0,37,9.5,1,1,0,0.3,44,DEF,1.6
Jenson,Seelt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luke,O'Nien,0,0,1,66,1,1.4,11.4,4.0,0,1,1.7,0,0,1,2.5,39,DEF,0.3
Arthur,Masuaku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Thomas,Meunier,0,1,14,396,8,41.4,70.2,43.0,0,42,15.6,1,0,0,0.3,45,DEF,3.1
Enzo,Le Fée,1,1,18,438,9,137.3,88.6,82.0,1,90,31.0,1,0,0,3.4,57,MID,3.2
Habib,Diarra,0,1,5,28,1,10.9,15.6,2.0,0,18,2.9,0,0,0,0.0,54,MID,0.9
Granit,Xhaka,0,1,21,450,10,191.1,93.6,3.0,5,116,28.8,1,0,2,3.7,55,MID,3.8
Noah,Sadiki,0,0,10,410,9,59.5,52.8,81.0,0,75,19.2,1,0,1,0.2,49,MID,2.0
Simon,Adingra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Romaine,Mundle,0,0,1,1,0,0.1,8.0,17.0,0,2,2.5,0,0,0,0.0,49,MID,0.2
Chris,Rigg,0,0,2,17,1,0.3,0.0,0.0,0,6,0.0,0,0,0,0.0,49,MID,0.4
Chemsdine,Talbi,0,0,1,31,1,0.9,0.0,0.0,0,1,0.0,0,0,0,0.1,53,MID,0.2
Djiamgone Jocelin Ta,Bi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Nilson,Angulo,1,1,16,313,7,38.3,72.2,47.0,0,67,15.7,1,0,1,0.1,50,MID,3.2
Brian,Brobbey,3,0,24,399,9,69.0,108.4,142.0,3,113,31.7,1,0,1,6.8,57,FWD,4.2
Wilson,Isidor,1,1,15,117,3,1.0,30.8,35.0,3,51,6.7,0,0,0,1.3,55,FWD,2.7
Dayann,Méthalie,0,0,-1,90,5,2.0,8.0,2.0,0,-8,1.2,0,0,1,0.0,45,DEF,-0.2
Jules,Ahoka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
Malick,Fofana,0,0,3,60,2,2.1,12.4,44.0,0,11,5.8,0,0,0,0.0,55,MID,0.5
Juan,Angulo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,FWD,0.0
